eval_00237 25 [32.302738189697266, 12.206687927246094, 13.885428428649902, 21.734180450439453, 25.902482986450195, 24.850208282470703, 10.778675079345703, 23.352746963500977, 46.85441207885742, 36.69425582885742, 12.111957550048828, 2.009235382080078, 15.487696647644043, 1.5732934474945068, 5.795901298522949, 16.82887840270996, 47.89432144165039, 36.69453811645508, 45.94034194946289, 13.11368179321289, 40.4146728515625, 16.56878662109375, 12.049331665039062, 32.190189361572266, 56.43693161010742, 37.02061462402344, 41.479248046875, 34.83315658569336, 28.402843475341797, 45.02192687988281, 19.332475662231445] 
eval_00264 19 [40.690391540527344, 16.35733985900879, 6.474985122680664, 13.19792652130127, 42.779842376708984, 38.87416076660156, 45.24421691894531, 27.072004318237305, 78.86857604980469, 28.011388778686523, 22.44063949584961, 11.581175804138184, 28.92127227783203, 0.5654922127723694, 4.885341644287109, 40.91423797607422, 89.88387298583984, 88.85003662109375, 92.7124252319336, 47.01323699951172, 69.14700317382812, 41.1815299987793, 41.440120697021484, 58.43042755126953, 65.41509246826172, 58.67096710205078, 80.7909164428711, 30.724458694458008, 61.011077880859375, 86.00218200683594, 64.97620391845703] 
eval_00154 30 [53.40877914428711, 26.871601104736328, 16.386014938354492, 1.8428544998168945, 14.678299903869629, 29.17169189453125, 61.686702728271484, 13.643956184387207, 44.75383758544922, 0.7096282243728638, 17.63385581970215, 12.182600975036621, 28.723588943481445, 18.307525634765625, 21.45144271850586, 27.599985122680664, 47.16450119018555, 68.50682830810547, 24.164400100708008, 70.48815155029297, 47.116416931152344, 39.380828857421875, 20.484970092773438, 63.516387939453125, 22.480846405029297, 28.994726181030273, 30.74765968322754, 35.49498748779297, 55.94298553466797, 94.1551284790039, 58.744537353515625] 
eval_00222 5 [-2824.72265625, -73031.375, -116033.9296875, -131553.28125, -0.024932043626904488, -3181.11572265625, -189650.78125, -434660.03125, -364909.875, -70524.6953125, -606784.5625, -429987.90625, -23600.755859375, -32381.73046875, -1343048.75, -680359.3125, -874141.5, -852846.0, -128277.9296875, -3900986.5, -571672.25, -187439.390625, -425411.25, -1689712.25, -2133754.0, -22893.763671875, -432702.1875, -513309.3125, -1113672.0, -1637233.75, -839032.75] 
eval_00148 20 [25.425582885742188, 60.71864318847656, 24.703144073486328, 44.614585876464844, 1.5521326065063477, 14.300837516784668, 0.2939917743206024, 22.902864456176758, 23.069847106933594, 16.486921310424805, 23.597187042236328, 27.95316505432129, 34.60506820678711, 40.63535690307617, 41.5517578125, 56.93034744262695, 44.633697509765625, 64.224365234375, 17.36002540588379, 84.56265258789062, 54.558406829833984, 51.6072883605957, 52.30521011352539, 44.686336517333984, 56.340904235839844, 39.079017639160156, 48.73444366455078, 73.33361053466797, 44.910369873046875, 79.95061492919922, 41.72390365600586] 
eval_00083 2 [564984.1875, 4715678.5, 347899.375, 83714.5390625, 561884.75, 239041.15625, 594312.5625, 57422.1953125, 2819168.0, 815073.5625, 122053.484375, 507899.875, 1058444.25, 335005.5, 139245.890625, 107629.4765625, 1829826.5, 112429.8828125, 0.2405194789171219, 304695.5625, 164925.671875, 408686.8125, 313774.15625, 182478.328125, 25167.66015625, 0.005398788955062628, 697675.5625, 1954981.25, 80506.453125, 500048.4375, 310894.625] 
eval_00320 14 [-79.37736511230469, -148.4006805419922, -91.36410522460938, -34.1300048828125, -126.23652648925781, -63.973140716552734, -197.708251953125, -59.646366119384766, -254.45899963378906, -135.92283630371094, -23.251802444458008, -50.8845329284668, -161.357421875, -0.8256234526634216, -36.641212463378906, -211.04714965820312, -196.49868774414062, -369.5361328125, -210.55044555664062, -115.6923599243164, -191.30764770507812, -194.6942596435547, -25.13778305053711, -222.53155517578125, -142.5794677734375, -145.80616760253906, -263.5843811035156, -111.28548431396484, -96.4927978515625, -411.8420104980469, -310.0912780761719] 
eval_00063 14 [-166.50962829589844, -10291.9775390625, -4511.298828125, -5894.5234375, -555.4163208007812, -610.6676025390625, -1638.00927734375, -1342.6319580078125, -460.1716613769531, -1675.959716796875, -108.73387908935547, -775.9296875, -437.5865783691406, -0.42412805557250977, -1114.791259765625, -8725.2548828125, -7942.9091796875, -14201.8798828125, -1451.10888671875, -4321.22021484375, -5981.36376953125, -8953.2109375, -7077.46337890625, -2107.899658203125, -8203.75390625, -4554.453125, -9536.5830078125, -11281.0244140625, -4202.8173828125, -16405.49609375, -7171.56201171875] 
eval_00117 14 [-1599012.5, -5082407.0, -5316881.0, -345985.625, -52254916.0, -817853.0625, -124259232.0, -484159.34375, -30816738.0, -163767.78125, -3402475.5, -221883.296875, -1615207.0, -337.8868103027344, -159854.515625, -71880680.0, -117330848.0, -1063839232.0, -295640064.0, -6043628.5, -343933952.0, -93513592.0, -55451648.0, -18260302.0, -12345479.0, -29967546.0, -159625872.0, -10944550.0, -175698624.0, -671449984.0, -314540480.0] 
eval_00096 18 [-1164.170654296875, -364.2410583496094, -308.5498962402344, -2125.172119140625, -484.1862487792969, -1490.931396484375, -1344.3822021484375, -1712.7271728515625, -530.7108154296875, -861.5805053710938, -1270.593017578125, -1175.6824951171875, -257.18096923828125, -1933.23486328125, -1080.1024169921875, -447.10089111328125, -240.4338836669922, -2.0002720702905208e-05, -1391.8363037109375, -219.63442993164062, -541.6066284179688, -516.0004272460938, -648.997802734375, -1048.5633544921875, -276.7820129394531, -928.3028564453125, -422.80169677734375, -1008.4236450195312, -776.0465698242188, -199.63131713867188, -430.6763916015625] 
