eval_00237 13 [55.76210021972656, 44.21236801147461, 24.14857292175293, 14.85439395904541, 42.28038787841797, 26.555179595947266, 15.37220573425293, 42.06333541870117, 17.88060760498047, 52.261741638183594, 21.72503662109375, 1.9133310317993164, 57.93894958496094, 7.7812676429748535, 0.8151290416717529, 54.53178405761719, 23.582117080688477, 52.25508499145508, 57.65829086303711, 52.79693603515625, 38.63142395019531, 26.072559356689453, 46.682613372802734, 44.840389251708984, 24.439424514770508, 33.45475387573242, 33.94715881347656, 19.75246810913086, 36.4824104309082, 49.43563461303711, 22.23985481262207] 
eval_00264 18 [53.84138488769531, 34.34976577758789, 13.158129692077637, 15.09970760345459, 46.00093460083008, 31.728944778442383, 34.662986755371094, 27.074235916137695, 10.277503967285156, 42.3742790222168, 18.648773193359375, 3.5589165687561035, 57.80689239501953, 2.4103517532348633, 1.1778701543807983, 54.33943176269531, 39.49237060546875, 63.52804183959961, 43.458160400390625, 45.493831634521484, 60.23778533935547, 18.83714485168457, 50.311553955078125, 53.237918853759766, 20.1361083984375, 54.596900939941406, 44.91145324707031, 20.042497634887695, 40.389034271240234, 44.16975021362305, 25.842283248901367] 
eval_00154 30 [22.645917892456055, 21.341922760009766, 8.006450653076172, 7.539817810058594, 13.141997337341309, 11.228791236877441, 17.00823402404785, 7.792267322540283, 11.302563667297363, 2.217766523361206, 3.927399158477783, 20.719741821289062, 23.296083450317383, 19.65121078491211, 19.123210906982422, 18.54806900024414, 25.923206329345703, 36.705387115478516, 19.32159423828125, 38.58868408203125, 33.59200668334961, 31.287527084350586, 19.675201416015625, 24.313522338867188, 17.953243255615234, 21.89972496032715, 24.163619995117188, 19.49679946899414, 22.5504093170166, 42.36106491088867, 28.763078689575195] 
eval_00222 5 [-134.55300903320312, -18701.392578125, -136659.875, -6152.76220703125, -0.048473868519067764, -14321.37109375, -512161.96875, -15877.1201171875, -116871.96875, -90451.28125, -73836.2890625, -622471.5, -100018.7265625, -20322.234375, -433989.25, -577766.6875, -505102.84375, -1020118.6875, -81785.1328125, -2569295.75, -132735.6875, -1407101.125, -2683707.5, -1583048.5, -1870214.25, -64153.80859375, -475065.75, -1087897.875, -1307781.75, -630450.375, -113757.3125] 
eval_00148 18 [18.537473678588867, 50.38779830932617, 27.043758392333984, 33.6366081237793, 13.208874702453613, 19.31233024597168, 7.024716854095459, 25.17085838317871, 7.473159313201904, 2.6986846923828125, 4.675992488861084, 45.730987548828125, 54.68886947631836, 2.079983949661255, 6.8186445236206055, 44.06755065917969, 46.87112808227539, 75.70225524902344, 39.78199768066406, 57.633731842041016, 50.186790466308594, 50.1686897277832, 69.2203140258789, 44.33100128173828, 32.92319107055664, 26.708288192749023, 44.056888580322266, 33.78722381591797, 24.54486846923828, 62.55049133300781, 46.439849853515625] 
eval_00083 15 [98109.7109375, 135752.53125, 613102.5, 99853.9765625, 137634.203125, 204949.046875, 160799.5, 37674.90234375, 846959.875, 317808.25, 114874.7109375, 373281.1875, 527863.125, 248993.515625, 1089819.75, 102448.34375, 528520.25, 168150.65625, 0.001193001982755959, 46319.87890625, 10468.4931640625, 200936.84375, 47206.77734375, 126801.59375, 8882.4033203125, 14.56900691986084, 288995.125, 150095.296875, 1343.0704345703125, 99752.9921875, 91830.46875] 
eval_00320 14 [-104.92452239990234, -238.17247009277344, -238.40380859375, -64.16980743408203, -176.29449462890625, -235.39617919921875, -112.37650299072266, -69.44953155517578, -101.68775177001953, -155.42697143554688, -34.751678466796875, -106.46797943115234, -286.4275207519531, -0.6485859155654907, -164.1140899658203, -310.9722595214844, -282.0607604980469, -398.7630920410156, -98.85115814208984, -64.44896697998047, -197.44317626953125, -82.41069793701172, -290.0928649902344, -306.33184814453125, -109.35321807861328, -40.7362060546875, -218.74795532226562, -105.91625213623047, -152.75083923339844, -170.0291748046875, -261.22515869140625] 
eval_00063 14 [-13449.009765625, -33699.27734375, -14568.703125, -20838.623046875, -23713.5703125, -9079.525390625, -26870.0859375, -3686.614990234375, -4172.38037109375, -24339.939453125, -5437.31396484375, -6396.12646484375, -12945.5078125, -2.0302547909523128e-06, -1252.3917236328125, -88665.0, -56734.25, -177492.171875, -18320.91796875, -56231.5078125, -61239.69140625, -6771.07666015625, -185635.046875, -48435.765625, -19991.625, -68113.984375, -82536.3359375, -14710.2099609375, -49024.65234375, -62977.30859375, -29616.3671875] 
eval_00117 1 [-14665.9248046875, -397219.90625, -36246492.0, -325761.21875, -1815749.375, -295495.8125, -69185240.0, -10069384.0, -1034196.1875, -688820.125, -6473500.0, -3572475.75, -64031.66015625, -152929.375, -5299130.5, -86601376.0, -77546552.0, -181853984.0, -76668176.0, -94252408.0, -852526080.0, -110256464.0, -210317536.0, -192155456.0, -85034760.0, -22351792.0, -216983856.0, -9935172.0, -112674192.0, -1245958784.0, -83541528.0] 
eval_00096 18 [-214.28057861328125, -271.9697570800781, -190.11978149414062, -127.83094024658203, -179.10687255859375, -652.9078979492188, -165.22787475585938, -532.2573852539062, -290.3135986328125, -547.504150390625, -296.48236083984375, -190.33160400390625, -232.4353790283203, -414.26239013671875, -208.1055145263672, -87.83341217041016, -132.48202514648438, -0.01745392382144928, -596.3463745117188, -44.60940170288086, -286.7862548828125, -44.456172943115234, -223.1107940673828, -260.47711181640625, -318.1089172363281, -191.4351806640625, -179.7314453125, -198.49050903320312, -253.39056396484375, -57.21151351928711, -161.3292694091797] 
